Restaurant,Adresse,PLZ,Ort,Kanton,Telefon,Website
Schützenstube,Kappenbühlstrasse 80,8049,Zürich,ZH,044 341 33 59,https://schuetzenstube-hoenggerberg.ch/
Schwamendinge,Schwamendingerplatz 2,8051,Zürich,ZH,043 300 20 55,www.oelemezler-gastrobetriebe.ch
Schwarzes Schaf,Langstrasse 10,8004,Zürich,ZH,044 501 44 00,
Schweizerhof (Cafe Gourmet),Bahnhofplatz 7,8001,Zürich,ZH,044 218 88 88,www.hotelschweizerhof.com
Schweizerhof (La Soupière),Bahnhofplatz 7,8001,Zürich,ZH,044 218 88 88,www.hotelschweizerhof.com
Schweizerhof Bar,Bahnhofplatz 7,8001,Zürich,ZH,044 218 88 88,https://www.hotelschweizerhof.com
Seam,Löwenstrasse 29,8001,Zürich,ZH,043 810 29 29,www.kappo-seam.ch/
Seebad Enge,Mythenquai 9,8002,Zürich,ZH,044 201 38 89,
Seefeld (ZFV),Seefeldstrasse 63,8008,Zürich,ZH,41443874141,www.hotelseefeld.ch
Seefeld-Metzgerei (nur Take Away),Seefeldstrasse 181,8008,Zürich,ZH,044 422 33 56,
Selnau Wok's,Selnaustrasse 5,8001,Zürich,ZH,41442026477,www.selnauwok.ch
Sento,Plattenstrasse 26,8032,Zürich,ZH,41442511910,www.plattenhof.ch
Sentosa,Badenerstrasse 310,8004,Zürich,ZH,044 77 28 28,www.restaurant-sentosa.ch
Sesam Falafel,Seidengasse 6,8001,Zürich,ZH,044 212 06 05,
Seven's Pizza und Kebap,Nansenstrasse 16,8050,Zürich,ZH,043 288 50 50,www.sevens-food.ch
Shabu Shabu PopUP,Brauerstrasse 29,8004,Zürich,ZH,077 265 72 54,
SHAHBA Rose,Schaffhauserstrasse 454,8052,Zürich,ZH,044 578 48 49,www.shahbarose.ch
Sham Café Restaurant,Konradstrasse 6,8005,Zürich,ZH,044 440 09 09,www.restaurant-sham.ch
Shamrock,Studackerstrasse 1,8038,Zürich,ZH,41444821062,www.shamrock-irishpub.ch
Shangrila,Ziegeleiweg 2,8055,Zürich,ZH,044 462 04 12,
Shere Punjab Indian Take-Away,Sihlfeld 45,8003,Zürich,ZH,044 461 99 30,www.sherepunjab.ch
Shilla,Badenerstrasse 505,8048,Zürich,ZH,044 431 80 80,
Shilla Chicken,Uraniastrasse 31,8001,Zürich,ZH,044 431 80 80,
Shiso Burger Zurich,Weite Gasse 6,8001,Zürich,ZH,043 243 60 62,
Siam Square Bistro,Elias-Cenettni-Strasse 7,8050,Zürich,ZH,,bistro.siamsquare.ch
Sila Market,Tramstrasse 10,8050,Zürich,ZH,044 310 39 66,
Silberkugel,Bleicherweg 33,8002,Zürich,ZH,044 201 68 68,www.silberkugel.ch
Silberkugel,Franklinstrasse 11,8050,Zürich,ZH,044 311 66 16,www.silberkugel.ch
SiloSilo,Limmatstrasse 254,8005,Zürich,ZH,,www.silosilo.ch
Simon Says Taste Taiwan,Zwinglistrasse 39,8004,Zürich,ZH,044 241 63 88,https://simonsaystaiwan.ch
Simon's Steakhouse,Niederdorfstrasse 13,8001,Zürich,ZH,044 260 56 46,www.simon-steakhouse.ch
Simplon Bar,Schützengasse 16,8001,Zürich,ZH,41442522834,www.simplonbar.ch
Simply Soup,Pelikanstrasse 19,8001,Zürich,ZH,,www.simplysoup.ch
Simply Soup,Kalkbreitestrasse 10,8003,Zürich,ZH,,www.simplysoup.ch
Simply Soup,Hallwylstrasse 24,8004,Zürich,ZH,41445546671,
SimSim,Kronenstrasse 48,8006,Zürich,ZH,,https://sim-sim.ch/
Simsim,Schwamendingenstrasse 16,8050,Zürich,ZH,044 310 27 43,
Sina's Backstube,Forchstrasse 193,8032,Zürich,ZH,044 382 49 69,www.sinas-backstube.ch
Singapore,Badenerstrasse 530,8048,Zürich,ZH,044 401 15 10,
Siono,Ankerstrasse 6,8004,Zürich,ZH,044 241 03 01,www.siono.ch
Smash Bro's Burger,Neufrankengasse 22,8004,Zürich,ZH,,www.smash-bros.ch
Smith and de Luna,Grubenstrasse 27,8045,Zürich,ZH,,
s'Mümpfeli,Wehntalerstrasse 286,8046,Zürich,ZH,043 811 36 42,www.kafimuempfeli.ch
SO,Langstrasse 20,8004,Zürich,ZH,043 322 00 70,
SOHO Zurich,Hardstrasse 260,8005,Zürich,ZH,044 271 06 35,www.soho-zurich.ch/
Sonnenberg,Hitzigweg 15,8032,Zürich,ZH,,www.sonnenberg-zurich.ch
Sora Sushi,"Hauptbahnhof, Südtrakt",8001,Zürich,ZH,,
Sorell Hotel Rütli (ZFV),Zähringerstrasse 43,8001,Zürich,ZH,,www.sorellhotels.com/ruetli/
Sorell Hotel Seidenhof,Sihlstrasse 9,8001,Zürich,ZH,044 228 75 00,www.sorellhotels.com/de/seidenhof/zuerich
Soul,Limmatquai 94,8001,Zürich,ZH,044 599 13 66,www.soulzuerich.ch
Spaccio 01,Löwenstrasse 2,8001,Zürich,ZH,,www.spaccio.co
Spaghetti Factory,Niederdorfstrasse 5,8001,Zürich,ZH,044 251 94 00,www.spaghetti-factory.ch
Spectaturs,Tödistrasse 44,8002,Zürich,ZH,043 817 65 66,www.spectaturs.com
Spettacolo,Hofwiesenstrasse 369,8050,Zürich,ZH,044 311 20 01,www.spettacolo.ch
Spettacolo,Stadelhoferstrasse 8,8001,Zürich,ZH,,www.valora.ch
Sphères,Hardturmstrasse 66,8005,Zürich,ZH,044 440 66 22,www.spheres.cc
Spicy Box,Josefstrasse 77,8005,Zürich,ZH,044 273 99 77,www.spicybox.ch
Spirgarten,Lindenplatz 5,8048,Zürich,ZH,41444381515,www.spirgarten.ch
Spitz,Museumsstrasse 2,8001,Zürich,ZH,044 221 94 77,www.restaurantspitz.ch
Spoon Thai Bistro,Schiffbau 3,8005,Zürich,ZH,,
Spoon Thai Kitchen,Pfingstweidstrasse 104 A,8005,Zürich,ZH,,
Spoon Thai Kitchen and Bubble Tea,Hagenholzstrasse 80,8050,Zürich,ZH,076 323 78 10,https://www.spoonthaikitchen.ch/
Spoon Thai Kitchen Enge,General-Wille-Strasse 11,8002,Zürich,ZH,044 440 40 80,https://www.spoonthaikitchen.ch
Spoon Thai take away,Hallwylstrasse 34,8004,Zürich,ZH,044 242 00 33,
Sportbar,Kanzleistrasse 76,8004,Zürich,ZH,043 317 91 09,www.sport-bar.ch
Sportsbar,Transfer & Shopping Area A,8060,Zürich-Flughafen,ZH,,
Sprössling Gnädinger Café,Hotzestrasse 65,8006,Zürich,ZH,044 534 62 99,
Sprüngli,"Hauptbahnhof Zürich, Halle Bahnhofplatz",8001,Zürich,ZH,,www.spruengli.ch
Sprüngli,Bahnhofstrasse 21,8001,Zürich,ZH,044 224 47 40,www.spruengli.ch
Sprüngli,"Hauptbahnhof, Plaza",8001,Zürich,ZH,,www.spruengli.ch
Sprüngli,Stadelhoferstrasse 8,8001,Zürich,ZH,,www.spruengli.ch
Sprüngli,"Hauptbahnhof, Halle Bahnhofplatz",8001,Zürich,ZH,,www.spruengli.ch
Sprüngli,Gottfried-Kellerstrasse 5,8001,Zürich,ZH,,www.spruengli.ch
Sprüngli,Airport Center,8058,Zürich-Flughafen,ZH,,www.spruengli.ch
Sprüngli,Bahnhofstrasse 67,8001,Zürich,ZH,,www.spruengli.ch
Sprüngli,"Hauptbahnhof, Südtrakt",8001,Zürich,ZH,,www.spruengli.ch
Sprüngli,Hofwiesenstrasse 369,8050,Zürich,ZH,,www.spruengli.ch
Sprüngli,Tessinerplatz 10,8002,Zürich,ZH,,www.spruengli.ch
Sprüngli Airport Center,"Airport Center, (öffentlicher Shopping Bereich)",8058,Zürich-Flughafen,ZH,,www.spruengli.ch
Sprüngli Airside Center Level 1,Airside Center Level 1,8058,Zürich-Flughafen,ZH,,www.spruengli.ch
Sprüngli Café & Lounge Airside Center,Airside Center Level 2,8058,Zürich-Flughafen,ZH,#ERROR!,www.spruengli.ch
Sprüngli Dock E / Luftseite,Airside / Dock E,8058,Zürich-Flughafen,ZH,,www.spruengli.ch
Sprüngli Espressino,"Hauptbahnhof, Halle Landesmuseum",8001,Zürich,ZH,043 444 68 68,www.spruengli.ch
Spuntino Seefeld,Seefeldstrasse 187,8008,Zürich,ZH,043 499 80 80,
SRF (ZFV),Fernsehstrasse 1-4,8052,Zürich,ZH,044 305 53 84,
SRF Kiosk Fernsehstrasse,Fernsehstrasse 1-4,8052,Zürich,ZH,,www.zfv.ch
St. Antonius,Flurstrasse 3,8132,Egg b. Zürich,ZH,044 984 11 11,www.st-antonius.ch
St. Gallerhof,Konradstrasse 2,8005,Zürich,ZH,044 271 52 60,www.st-gallerhof.ch
St. Gotthard,Bahnhofstrasse 87,8001,Zürich,ZH,044 227 77 00,www.hotelstgotthard.ch
St. Jakob,Kanzleistrasse 18,8004,Zürich,ZH,044 295 93 53,www.st-jakob.ch
St. Jakob,Badenerstrasse 41,8004,Zürich,ZH,044 241 41 41,www.st-jakob.ch
St. Jakob Albisrieden,Püntstrasse 12,8047,Zürich,ZH,044 492 28 38,www.st-jakob.ch
St. Jakob Beck und Kafi,Staubstrasse 1,8038,Zürich,ZH,044 273 61 14,
St. Jakob Köbi Beck & Kafi,Viaduktstrasse 20,8005,Zürich,ZH,,www.st-jakob.ch
St. Jakob Viadukt,Limmatstrasse 231,8005,Zürich,ZH,044 240 14 00,www.st-jakob.ch
St. Joseph's Pub,Niederdorfstrasse 68,8001,Zürich,ZH,043 311 89 99,www.holenstein-gastro.ch
St. Peter (ZFV),In Gassen 10,8001,Zürich,ZH,044 521 03 03,
Stadiönli,"Kunsteisbahn Örlikon, Siewerdtstrasse 80",8050,Zürich,ZH,41433334914,www.stadiönli.ch
Stadt Land Brot,Forchstrasse 149,8132,Egg b. Zürich,ZH,076 377 32 77,www.stadtlandbrot.ch
Stadthaus Zürich,Stadthausquai 17,8001,Zürich,ZH,044 412 31 65,
Stapferstube da Rizzo,Culmannstrasse 45,8006,Zürich,ZH,41443501100,www.stapferstube.ch
Starbucks Coffee,Schulstrasse 44,8050,Zürich,ZH,043 421 42 77,www.starbucks.ch
Starbucks Coffee,Rennweg 48,8001,Zürich,ZH,043 / 421 42 22,www.starbucks.ch
Starbucks Coffee,Gate A70,8060,Zürich-Flughafen,ZH,,www.starbucks.ch
Starbucks Coffee,Limmatstrasse 5,8005,Zürich,ZH,043 / 421 42 43,www.starbucks.ch
Starbucks Coffee,"Airside Center, Level 1",8060,Zürich-Flughafen,ZH,,www.starbucks.ch
Starbucks Coffee,Stadelhoferstrasse 8,8001,Zürich,ZH,043 / 421 42 68,www.starbucks.ch
Starbucks Coffee,"Hauptbahnhof, Halle Landesmuseum",8001,Zürich,ZH,043 / 421 42 65,www.starbucks.ch
Starbucks Coffee,Limmatquai 144,8001,Zürich,ZH,043 / 421 42 01,www.starbucks.ch
Starbucks Coffee,Gate E,8060,Zürich-Flughafen,ZH,,www.starbucks.ch
Starbucks Coffee,Badenerstrasse 21,8004,Zürich,ZH,043 / 421 42 25,www.starbucks.ch
Starbucks Coffee,Bahnhofplatz 6,8001,Zürich,ZH,043 / 421 42 54,www.starbucks.ch
Starbucks Coffee,Europaallee 7,8004,Zürich,ZH,043 / 421 42 57,www.starbucks.ch
Starbucks Coffee,Seestrasse 19,8002,Zürich,ZH,043 / 421 42 42,www.starbucks.ch
Starbucks Coffee,Gates B,8060,Zürich-Flughafen,ZH,,www.starbucks.ch
Starbucks Coffee,Füsslistrasse 4,8001,Zürich,ZH,043 / 421 42 50,www.starbucks.ch
Starbucks Coffee,Limmatquai 4,8001,Zürich,ZH,043 / 421 42 72,www.starbucks.ch
Starbucks Coffee,Check-In 2,8060,Zürich-Flughafen,ZH,,www.starbucks.ch
Starbucks Coffee,Sihlcity / Kalanderplatz 1,8045,Zürich,ZH,043 / 421 42 37,www.starbucks.ch
Starbucks Coffee,"OF Stadelhofen, Theaterstrasse 8",8001,Zürich,ZH,043 / 421 42 40,www.starbucks.ch
Stars and Stripes,Hofwiesenstrasse 369,8050,Zürich,ZH,044 575 75 00,www.starsandstripes.ch/de
Startbar,Dock A,8060,Zürich-Flughafen,ZH,,
Stazione Paradiso,Wasserwerkstrasse 89a,8037,Zürich,ZH,,www.stazioneparadiso.ch
Steakhouse Churrasco Bar,Glockengasse 9,8001,Zürich,ZH,044 221 11 44,www.churrasco.ch/
Steakhouse Old Town,Niederdorfstrasse 19,8001,Zürich,ZH,043 321 84 84,www.steakhouse-oldtown.ch
Steakhouse TEXAS,Winterthurerstrasse 175,8057,Zürich,ZH,044 363 55 14,www.steakhouse-texas.ch
Steiner,Weihersteig 1,8037,Zürich,ZH,044 271 27 20,www.flughafebeck.ch
Steiner,Welchogasse 5,8050,Zürich,ZH,044 310 12 68,www.flughafebeck.ch
Steiner,Turbinenstrasse 22,8005,Zürich,ZH,044 210 09 30,www.flughafebeck.ch
Steiner,Hagenholzstrasse 85,8050,Zürich,ZH,,www.steiner-beck.ch
Steiner,Lagerstrasse 33,8004,Zürich,ZH,044 310 12 79,www.flughafebeck.ch
Steiner Airport Center,"Zürich Flughafen, Airport Center",8058,Zürich-Flughafen,ZH,043 816 35 43,www.flughafebeck.ch
Steiner Check-in 1,"Zürich Flughafen, Check-in Abflug 1",8058,Zürich-Flughafen,ZH,043 816 35 10,www.flughafebeck.ch
Steiner Check-in 2,"Zürich Flughafen, Check-in Abflug 2",8058,Zürich-Flughafen,ZH,043 816 85 78,www.flughafebeck.ch
Steiner Dorf,Regensdorferstrasse 15,8049,Zürich,ZH,044 341 33 04,www.flughafebeck.ch
Steiner Flughafebeck Hardschloss,Ernastrasse 30,8004,Zürich,ZH,044 340 04 22,www.flugafebeck.ch
Steiner Wartau,Limmattalstrasse 276,8049,Zürich,ZH,044 341 77 16,www.flughafebeck.ch
Stella Alpina bar,Dienerstrasse 56,8004,Zürich,ZH,,
Sternen,Albisriederstrasse 371,8047,Zürich,ZH,044 492 15 30,www.sternenalbisrieden.ch
Sternen Grill,Bellevueplatz/Theaterstrasse 22,8001,Zürich,ZH,043 268 20 80,www.sternengrill.ch
Sternen Pizzeria Sh. Syla,Seestrasse 82,8002,Zürich,ZH,044 201 16 76,
Stocker,Forchstrasse 2,8008,Zürich,ZH,044 383 49 96,www.gipfeli.ch
Stocker,Stadelhoferstrasse 22,8001,Zürich,ZH,044 261 26 63,www.gipfeli.ch
Stocker,Weinbergstrasse 93,8006,Zürich,ZH,044 362 02 02,www.gipfeli.ch
Stocker,"Hauptbahnhof, Plaza",8001,Zürich,ZH,044 212 49 39,www.gipfeli.ch
Stocker Seilbahn Rigiblick,Universitätstrasse 115,8006,Zürich,ZH,044 362 00 22,www.gipfeli.ch
Stoller,Badenerstrasse 357,8003,Zürich,ZH,044 405 47 47,www.stoller.ch
Stopover,"Operation Center 4, Fracht Mitte",8058,Zürich-Flughafen,ZH,,http://stopover.sv-group.ch
Stripped Pizza,Seefeldstrasse 88,8008,Zürich,ZH,044 382 98 55,
Stripped Pizza,Talacker 41,8001,Zürich,ZH,044 554 85 23,
Strozzi's Pelikan,Pelikanstrasse 37,8001,Zürich,ZH,044 211 13 13,www.strozzis.ch
Stubä,Brauerstrasse 42,8004,Zürich,ZH,044 291 42 42,www.stube.me
Style Thai,Schoffelgasse 3,8001,Zürich,ZH,,
Suan Long,Hofwiesenstrasse 350,8050,Zürich,ZH,,www.suanlong.ch
Suan Long,Tessinerplatz 12,8002,Zürich,ZH,41442020933,www.suan-long.ch
Suan Long,"Hauptbahnhof, Halle Bahnhofplatz",8001,Zürich,ZH,044 222 28 28,www.suan-long.ch
Suan Long,Langstrasse 11,8004,Zürich,ZH,044 242 11 68,www.suan-long.ch
Suan Long,Talstrasse 83,8001,Zürich,ZH,,www.suan-long.ch
Suan Long,Niederdorfstrasse 45,8001,Zürich,ZH,044 261 05 39,www.suan-long.ch
Suan Long Seefeld,Seefeldstrasse 40,8008,Zürich,ZH,044 770 22 22,
Subway,Sihlstrasse 99,8001,Zürich,ZH,079 324 37 04,www.subway.com/de-ch
Subway,Ohmstrasse 21,8050,Zürich,ZH,076 368 42 84,www.subway.com/de-ch
Subway (nur an Kasse),Hohlstrasse 556,8048,Zürich,ZH,044 431 08 42,www.subway.com/de-ch/
Subway (nur an Kasse),"Museumstrasse 1, Halle Landesmuseum",8001,Zürich,ZH,044 203 36 03,www.subway.com/de-ch
Subway (nur an Kasse),Langstrasse 191,8005,Zürich,ZH,,https://subway.ch/
Summergarte,Militärstrasse 49F/Kanonengasse 18c,8004,Zürich,ZH,044 291 96 96,https://www.summergarte.ch
Superguud,"Hauptbahnhof, Halle Sihlquai",8001,Zürich,ZH,041 289 64 64,
Suppelade,Tellstrasse 10,8005,Zürich,ZH,078 617 18 09,https://suppelade.ch/
Sushi Bar & Café URAMAKIYA,Steinstrasse 72,8003,Zürich,ZH,044 450 11 22,www.samuraitakeaway.com
Sushi Dining Ototo,Nordstrasse 199,8037,Zürich,ZH,044 350 08 08,www.ototo.ch
Sushi Shop,Uraniastrasse 40,8001,Zürich,ZH,"900,826,826",www.mysushishop.ch
Swaad,Uetlibergstrasse 166,8045,Zürich,ZH,41433331315,www.swaad.ch
Sweet & Salty,Schaffhauserstrasse 573,8052,Zürich,ZH,079 608 52 55,www.sweetandsalty-klg.ch
Sweet Basil,Bäckerstrasse 19,8004,Zürich,ZH,41442403355,www.sweet-basil.ch
Sweet Chili,Freihofstrasse 1,8048,Zürich,ZH,044 493 09 49,www.sweetchili.ch
Swing Kitchen Zürich,Niederdorfstrasse 64,8001,Zürich,ZH,,https://www.swingkitchen.com/
Swiss Chuchi,Rosengasse 10,8001,Zürich,ZH,044 266 96 96,www.hotel-adler.ch
Swisscom-Zür-Bin,Binzring 15/17,8045,Zürich,ZH,,
Tacos Plaza,Limmatstrasse 317,8005,Zürich,ZH,076 436 66 90,
Tacos Ramiro y macario,Hardturmstrasse 9,8004,Zürich,ZH,,www.ramiroymacario.ch
Tadka,Ackerstrasse 56,8005,Zürich,ZH,044 578 06 41,
Täglichbrot,Friesenbergplatz 5,8045,Zürich,ZH,043 229 00 35,www.taeglichbrot.ch
Taj Mahal,Badenerstrasse 649,8048,Zürich,ZH,044 555 84 86,
Taj Palace,Hönggerstrasse 25,8037,Zürich,ZH,044 271 67 20,www.taj-palace.ch
Take Away Kalkbreite,Kalkbreitestrasse 1,8003,Zürich,ZH,079 512 28 77,
Take away Rathaus,Rathausbrücke 1,8001,Zürich,ZH,044 211 03 14,
Take Easy,Stampfenbachstrasse 63,8006,Zürich,ZH,079 903 93 10,www.takeeasy.ch
Tam Nan Siam,Badenerstrasse 811,8048,Zürich,ZH,043 811 77 00,
Tamani,Leutschenbachstrasse 95,8050,Zürich,ZH,,
Tamarind Hill,Schaffhauserstrasse 306,8050,Zürich,ZH,043 535 25 95,www.tamarindhill.ch
Tandoor Haus,Seebacherstrasse 77,8052,Zürich,ZH,043 299 94 40,www.tandoorhaus.com
Tannenbar,"Tannen-/Universitätsstrasse, ETH Zürich",8092,Zürich ETH-Zentrum,ZH,044 632 62 55,
Tant pis,Konradstrasse 73,8005,Zürich,ZH,044 271 12 41,www.tantpis.ch
Tante Emil,Bändlistrasse 86,8064,Zürich,ZH,044 435 10 76,
Tanukiya,Zwinglistrasse 12,8004,Zürich,ZH,043 243 99 99,www.tanukiya.ch/
tastier.ch,Aemtlerstrasse 16,8003,Zürich,ZH,076 76 444 68,www.tastier.ch
Tasty Haus,Leutschenbachstrasse 71,8050,Zürich,ZH,043 443 94 84,
tat Meze Bar,Talacker 34,8001,Zürich,ZH,,
Taverne,Badenerstrasse 275,8003,Zürich,ZH,41444510467,www.taverne-da-angelo.ch
TAYYEB Burger,Winterthurerstrasse 460,8051,Zürich,ZH,044 888 80 51,www.tayyebburger.ch
TBZ Technolino,Ausstellungsstrasse 70,8005,Zürich,ZH,044 446 96 16,technolino.sv-restaurant.ch
Telepizza,Dörflistrasse 117,8050,Zürich,ZH,043 300 60 30,www.telepizza.com
Tenz,,,,,078 220 99 33,
Tenz,Badenerstrasse 256,8004,Zürich,ZH,,
Tenz Bahnhof Zürich Enge,Tessinerplatz 12,8002,Zürich,ZH,,https://www.tenz.ch/
Tenz Momo,Hohlstrasse 44,8004,Zürich,ZH,,
Tenz Momo Oerklikon,Hofwiesenstrasse 349,8050,Zürich,ZH,,www.tenz.ch
Terrasse,Limmatquai 3,8001,Zürich,ZH,044 251 10 74,www.terrasse-zuerich.ch
Tertianum,Hohlstrasse 459,8048,Zürich,ZH,044 542 27 33,www.tertianum.ch/de/tertianum-letzipark-zuerich/restaurant
Tertianum im Brühl,Kappenbühlweg 11,8049,Zürich,ZH,044 344 43 43,www.tertianum.ch
Tessin Grotto Waidberg,Waidbadstrasse 151,8037,Zürich,ZH,044 271 47 50,www.tessin-grotto.ch
Tessinerhaus,Gotthardstrasse 66,8002,Zürich,ZH,044 555 88 80,
Thach,Militärstrasse 84,8004,Zürich,ZH,043 243 37 27,
Thai Bogie Kitchen,Neunbrunnenstrasse 50/52,8050,Zürich,ZH,076 346 97 95,www.thaibogie.ch
Thai Erawan,Bleicherweg 30,8002,Zürich,ZH,044 223 41 12,
Thai Erawan,Leutschenbachstrasse 50,8050,Zürich,ZH,044 243 70 20,
Thai Food Corner,Brauerstrasse 3,8004,Zürich,ZH,41442910121,
Thai Hunters,Wyssgasse 2,8004,Zürich,ZH,044 291 94 95,
Thai Take Away / Asia-Center,Werdstrasse 62,8004,Zürich,ZH,,
Thai Tirak,Sihlhallenstrasse 28,8004,Zürich,ZH,762815179,
Thali,Langstrasse 213,8006,Zürich,ZH,41787377796,
Thali Indian,Schaffhauserstrasse 32,8006,Zürich,ZH,043 541 85 10,www.thalizurich.ch
Thao's Banh Mi,"ABB Historic Building 87T, Elias Canetti-Strasse 7",8050,Zürich,ZH,078 775 88 03,
The Alehouse-Palmhof,Universitätstrasse 23,8006,Zürich,ZH,044 542 87 45,www.alehouse.ch
The Artisan,Nordbrücke 4,8037,Zürich,ZH,044 501 35 71,
The Bab,Talstrasse 58,8001,Zürich,ZH,044 221 03 03,https://thebab.ch/
The Bagel Shop,Nüschelerstrasse 1,8001,Zürich,ZH,079 174 01 49,
The Bite,Brauerstrasse 15,8004,Zürich,ZH,41442323000,www.thebite.ch
The Coconut,Baslerstrase 103,8048,Zürich,ZH,079 534 22 62,thecoconut.ch
The Corner,Uetlibergstrasse 231,8045,Zürich,ZH,044 332 43 21,www.eldora-csgastronomy.ch/fr/uetlihof-1/the-corner
The Lemon Grass,Universitätsstrasse 31,8006,Zürich,ZH,044 554 61 88,www.the-lemon-grass.ch
The Lemon Grass,Limmatstrasse 199,8005,Zürich,ZH,41445546090,www.the-lemon-grass.ch
The Lobby,Dufourstrasse 5,8008,Zürich,ZH,044 258 99 99,www.operahotel.ch
The Monocle Café,Dufourstrasse 90,8008,Zürich,ZH,044 368 70 01,
The South Indian,Mühlegasse 14,8001,Zürich,ZH,044 253 11 91,www.thesouthindian.ch
The Sushi-House Satori GmbH,Bärengasse 25,8001,Zürich,ZH,044 221 95 00,
The Yard,Bäckerstrasse 62,8004,Zürich,ZH,044 291 92 83,www.theyard.ch
Thiwa's Café,Triemlistrasse 210,8047,Zürich,ZH,043 928 72 76,
threeOfive,Hardstrasse 305,8005,Zürich,ZH,,https://threeofive.sv-restaurant.ch
Tibetaner,Wehntalerstrasse 310,8046,Zürich,ZH,"765,841,178",www.tibetaner.ch
Tibetasia,Quellenstrasse 6,8005,Zürich,ZH,41442712030,
Tibits,Seefeldstrasse 2,8008,Zürich,ZH,044 250 74 44,www.tibits.ch
tibits,Tramstrasse 2 A,8050,Zürich,ZH,044 317 25 55,www.tibits.ch
Tibits,Falkenstrasse 12,8008,Zürich,ZH,044 260 32 12,www.tibits.ch
Tibits Event,Othmarstrasse 9,8008,Zürich,ZH,044 250 69 99,
Tiffins,Seefeldstrasse 61,8008,Zürich,ZH,044 382 18 88,www.tiffins.ch
"Tilia, AZ Dorfline",Dorflindenstrasse 4,8050,Zürich,ZH,044 319 94 00,
Tillsammann,Sihlfeldstrasse 10,8003,Zürich,ZH,044 501 75 81,www.tillsamman.ch
Time,"Hauptbahnhof, Südtrakt",8001,Zürich,ZH,,
Time Out,Hirschengraben 64,8001,Zürich,ZH,044 250 57 57,www.st-josef.ch
Tiny Fish,Löwenstrasse 32,8001,Zürich,ZH,#ERROR!,
Tiny Fish,Elias Canetti-Strasse 7,8050,Zürich,ZH,#ERROR!,www.tinyfish.ch
Tiny Fish,Hardstrasse 223,8005,Zürich,ZH,#ERROR!,www.tinyfish.ch
Tiny Fish,Badenerstrasse 157,8004,Zürich,ZH,#ERROR!,
Tiny Fish,Thurgauerstrasse 34,8050,Zürich,ZH,,www.tinyfish.ch
Tiny Fish,Bleicherweg 10,8002,Zürich,ZH,#ERROR!,
Tiny Fish,Sonneggstrasse 2,8006,Zürich,ZH,#ERROR!,
Tiny Fish,Stadelhoferstrasse 8,8001,Zürich,ZH,#ERROR!,www.tinyfish.ch
Tiny Fish,Schulstrasse 44,8050,Zürich,ZH,,www.tinyfish.ch
Tiny Fish (Kesslers Club Social Altstetten),"c/o Kesslers Club Social Altstetten, Baslerstrasse 149",8048,Zürich,ZH,#ERROR!,
Tiny Fish AG,Würzgrabenstrasse 6,8048,Zürich,ZH,#ERROR!,
Tokyo Tapas,Limmatstrasse 231,8005,Zürich,ZH,079 270 17 38,https://de-de.facebook.com/TokyoTapasZH/
Tong Thai Dee,Seestrasse 334,8038,Zürich,ZH,41444821144,www.tongthaidee.ch
Topden Roots of Himalaya,Badenerstrasse 155,8052,Zürich,ZH,043 545 33 14,
Toro Bar,Schöneggstrasse 25,8004,Zürich,ZH,044 291 52 55,http://www.torobar.com/
Toros Imbiss,Franklinstrasse 8,8050,Zürich,ZH,044 311 49 19,
Toscano,Schmidgasse 3,8001,Zürich,ZH,044 261 54 50,
Toscano im Puls 5,Giessereistrasse 18,8005,Zürich,ZH,043 818 22 62,www.ristorante-toscano.ch
Toso,Seefeldstrasse 16,8008,Zürich,ZH,044 252 00 44,www.toso-zurich.ch
Toto,Seefeldstrasse 124,8008,Zürich,ZH,043 443 00 80,
Tram Point,Albisstrasse 105,8038,Zürich,ZH,043 300 31 13,
Trattoria Sempre,Niederdorfstrasse 7,8001,Zürich,ZH,044 262 54 62,www.bindella.ch/gastronomie/trattoria-sempre
Treffpunkt,Gutstrasse 10,8055,Zürich,ZH,044 463 88 88,
Tres Amigos,Querstrasse 16,8050,Zürich,ZH,41443118252,www.tresamigos.ch
Triemli Treffpunkt,Birmensdorferstrasse 444,8055,Zürich,ZH,043 540 84 10,www.triemlitreffpunkt.ch
Triemlis Food Gate,Brimensdorferstrasse 486,8055,Zürich,ZH,044 451 32 55,www.foodgate.ch/
Trübli,Zeughausstrasse 67,8004,Zürich,ZH,41433171555,
Tschingg 1,Schaffhauserstrasse 353,8050,Zürich,ZH,41443113207,www.tschingg.eu
Tschingg 2,Oberdorfstrasse 2,8001,Zürich,ZH,41432103807,www.tschingg.eu
Tschingg 3,Lutherstrasse 4,8004,Zürich,ZH,,www.tschingg.eu
Tso by Topden,Stauffacherstrasse 102,8004,Zürich,ZH,076 440 31 57,www.topden.ch
Tsugi Bäckerei Helvetiaplatz,Molkenstrasse 20,8004,Zürich,ZH,076 509 68 86,
Tüfenegg,Dufourstrasse 154,8008,Zürich,ZH,044 422 41 40,
Turbinenbräu,Badenerstrasse 571,8048,Zürich,ZH,044 311 57 67,
Turbinenhaus,Am Wasser 55,8049,Zürich,ZH,043 311 58 08,www.restaurant-turbinenhaus.ch
Turicum,Badenerstrasse 753,8048,Zürich,ZH,044 461 10 09,
UBS Europaallee (ZFV),Eisgasse 10,8004,Zürich,ZH,043 243 40 30,www.zfv.ch/de/microsites/ubs-restaurant-europaallee
